path,file,columns,rows,delimiter,null_char
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\iso_3166_3.csv,2,9,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\isrc.csv,6,405476,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\iswc.csv,6,66868,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\label.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\label_alias.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\label_alias_type.csv,5,2,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\label_annotation.csv,2,4720,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\label_gid_redirect.csv,3,2927,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\label_ipi.csv,4,1040,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\label_isni.csv,4,2,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\label_meta.csv,3,82464,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\label_tag.csv,4,6845,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\label_type.csv,5,9,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\language.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\link.csv,11,126905,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\link_attribute.csv,3,116221,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\link_attribute_credit.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\link_attribute_text_value.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\link_attribute_type.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\link_creditable_attribute_type.csv,1,615,1,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\link_text_attribute_type.csv,1,1,8,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\link_type.csv,17,327,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\link_type_attribute_type.csv,5,206,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_area_area.csv,7,94874,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_area_artist.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_area_instrument.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_area_label.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_area_place.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_area_recording.csv,7,4314,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_area_release.csv,7,34,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_area_release_group.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_area_series.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_area_url.csv,7,274843,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_area_work.csv,7,616,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_artist_artist.csv,7,191298,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_artist_instrument.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_artist_label.csv,7,6871,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_artist_place.csv,7,1025,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_artist_recording.csv,7,2634312,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_artist_release.csv,7,347374,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_artist_release_group.csv,7,3457,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_artist_series.csv,7,225,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_artist_url.csv,7,887257,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_artist_work.csv,7,783726,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_instrument_instrument.csv,7,644,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_instrument_label.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_instrument_place.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_instrument_recording.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_instrument_release.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_instrument_release_group.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_instrument_series.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_instrument_url.csv,7,1067,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_instrument_work.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_label_label.csv,7,8059,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_label_place.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_label_recording.csv,7,9348,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_label_release.csv,7,7764,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_label_release_group.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_label_series.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_label_url.csv,7,70722,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_label_work.csv,7,35308,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_place_place.csv,7,185,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_place_recording.csv,7,108045,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_place_release.csv,7,3122,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_place_release_group.csv,7,10,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_place_series.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_place_url.csv,7,8552,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_place_work.csv,7,549,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_recording_recording.csv,7,37795,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_recording_release.csv,7,187,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_recording_release_group.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_recording_series.csv,7,1337,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_recording_url.csv,7,22955,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_recording_work.csv,7,1359272,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_release_group_release_group.csv,7,6193,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_release_group_series.csv,7,11137,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_release_group_url.csv,7,334858,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_release_group_work.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_release_release.csv,7,15348,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_release_release_group.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_release_series.csv,7,2106,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_release_url.csv,7,875586,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_release_work.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_series_series.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_series_url.csv,7,499,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_series_work.csv,7,6524,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_url_url.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_url_work.csv,7,67904,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\l_work_work.csv,7,84666,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\medium.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\medium_cdtoc.csv,5,713436,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\medium_format.csv,7,40,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\medium_index.csv,2,1268642,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\orderable_link_type.csv,2,4,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\place.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\place_alias.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\place_alias_type.csv,5,2,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\place_annotation.csv,2,136,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\place_gid_redirect.csv,3,59,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\place_tag.csv,4,100,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\place_type.csv,5,5,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\recording.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\recording_annotation.csv,2,26745,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\recording_gid_redirect.csv,3,1173826,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\recording_meta.csv,3,13539305,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\recording_tag.csv,4,1068733,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\release.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\release_annotation.csv,2,302933,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\release_country.csv,5,1060344,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\release_gid_redirect.csv,3,110506,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\release_group.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\release_group_annotation.csv,2,3681,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\release_group_gid_redirect.csv,3,114992,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\release_group_meta.csv,7,1060319,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\release_group_primary_type.csv,5,5,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\release_group_secondary_type.csv,5,10,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\release_group_secondary_type_join.csv,3,283219,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\release_group_tag.csv,4,387523,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\release_label.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\release_meta.csv,6,1296051,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\release_packaging.csv,5,13,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\release_raw.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\release_status.csv,5,4,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\release_tag.csv,4,61297,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\release_unknown_country.csv,4,59208,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\replication_control.csv,4,1,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\script.csv,5,159,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\series.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\series_alias.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\series_alias_type.csv,5,2,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\series_annotation.csv,2,93,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\series_gid_redirect.csv,3,1,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\series_ordering_type.csv,5,2,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\series_type.csv,6,5,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\statistics_statistic.csv,4,3099736,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\statistics_statistic_event.csv,4,58,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\tag.csv,0,0,,
